"N_AC","meanX_AC","Method","Bias","Bias.MCSE","LCI","LCI.MCSE","UCI","UCI.MCSE","VR","VR.MCSE","Cov","Cov.MCSE","ESE","ESE.MCSE","MSE","MSE.MCSE","MAE","MAE.MCSE","number.NAs","negative.vars"
200,0.45,"MAIC",-0.0201846606876873,0.00902388210652145,-0.819461802611658,0.00934258801563237,0.779092481236283,0.00877074201244144,1.01051064153061,0.0160152659947606,0.95,0.00487339717240448,0.403560276222519,0.00638244404066068,0.163186886623601,0.00554773839795602,0.31882349029343,0.005548389554067,0,NA
200,0.45,"STC",-0.205983109182429,0.0101002338825355,-1.08595800702117,0.0111237595942141,0.673991788656311,0.00921413485034799,0.993975693351163,0.0158133065336989,0.94,0.0053103672189407,0.451696190999918,0.00714373002571478,0.246356475507813,0.00852204871922399,0.391571550618884,0.00682183016574536,0,NA
200,0.45,"G-comp (ML)",-0.014618312521384,0.0084652888933144,-0.77155245433434,0.00872781762684097,0.742315829291572,0.00830244562879361,1.02012460350915,0.0161837293600791,0.9575,0.00451075104611194,0.378579228292499,0.00598736020836966,0.14346426603947,0.00476172966379282,0.301485088857629,0.00512822122616224,0,NA
200,0.45,"G-comp (Bayes)",-0.014708658099868,0.00844957339702503,-0.762493899012521,0.00869580107045217,0.733076582812785,0.00826796705395526,1.00966898905253,0.0160020663411463,0.9545,0.00465992220965114,0.377876409932436,0.00597624489519801,0.142935530515933,0.00476347578626518,0.301013025502928,0.00511629091365122,0,NA
400,0.45,"MAIC",0.00416229274760578,0.00704426012504671,-0.610638554140634,0.00710397608223952,0.618963139635845,0.00700862494167873,0.995717140717961,0.0157619300710523,0.9515,0.00480352734977121,0.315028889815912,0.00498228983105578,0.0992109044988537,0.00318065099029558,0.250778309472576,0.00426258804329935,0,NA
400,0.45,"STC",-0.164198277573675,0.00776017363756058,-0.82433454055898,0.00809712784618712,0.49593798541163,0.00746592760248882,0.970507872362422,0.0153792644146436,0.9185,0.0061179142687684,0.347045515415745,0.00548864373480087,0.147341443833457,0.00455467957493686,0.308477239934466,0.00510927298871101,0,NA
400,0.45,"G-comp (ML)",-0.00330253200401917,0.0068237733722983,-0.590570584575514,0.00685213158061013,0.583965520567475,0.00682566195047723,0.981858020625094,0.0155470230316217,0.9455,0.00507591124823908,0.305168422470239,0.00482634316148363,0.0930921089075756,0.00296432808816523,0.243007886590171,0.00412651815182071,0,NA
400,0.45,"G-comp (Bayes)",-0.00312519080170455,0.00680725759491104,-0.607352626392368,0.0068427012143811,0.601102244788959,0.0067934605263416,1.01266352389605,0.0160286003763224,0.952,0.00477995815881269,0.304429814451456,0.00481466182259668,0.0926409399885317,0.00297349946349688,0.242292231715446,0.00412021787252794,0,NA
600,0.45,"MAIC",-0.00597024997918486,0.00632153142347483,-0.549336681542643,0.00630351724044949,0.537396181584274,0.00635508494756928,0.980635056854883,0.0155194670620478,0.9415,0.0052477495176504,0.282707479695815,0.00447111565569413,0.0799192012012354,0.00250090278649902,0.224431105375108,0.00384477973833214,0,NA
600,0.45,"STC",-0.163270218537662,0.00670477543531694,-0.739339398000385,0.00683391127756709,0.412798960925061,0.00659840472192268,0.980228476757334,0.0155182019262593,0.909,0.00643113520305708,0.299846672944788,0.00474217786934305,0.116520237523757,0.00364993674286313,0.273667331057281,0.00456329119508456,0,NA
600,0.45,"G-comp (ML)",-0.0106991509848562,0.00602104881888123,-0.533037209043482,0.00597005287430902,0.511638907073769,0.00608905713145799,0.989729312366081,0.0156650651951632,0.95,0.00487339717240448,0.269269489097265,0.00425858923010789,0.0725842765616195,0.00222632312823173,0.215031470244894,0.00363035279465732,0,NA
600,0.45,"G-comp (Bayes)",-0.0112570585350724,0.00602474718202555,-0.558082172988678,0.00599074741633937,0.535568055918533,0.00607229695520098,1.03549149567644,0.0163857748709333,0.9595,0.00440793318914885,0.269434884925189,0.00426120502179622,0.0726855810029043,0.00222269590109793,0.21545338197045,0.00362481451116052,0,NA
200,0.3,"MAIC",-0.0610775981967002,0.0121045639884132,-1.08708925152308,0.0126020253889522,0.964934055129676,0.0119953177302044,0.967030237589146,0.0154335177291467,0.938,0.00539240206216117,0.541332558321758,0.00856135988709463,0.296624891231307,0.00995559177121485,0.434825947129775,0.00733502179542573,0,NA
200,0.3,"STC",-0.241171218511176,0.0124800328107194,-1.28728598817896,0.0137467389425378,0.804943551156606,0.0114149520014047,0.956314008995171,0.0152314072213216,0.938,0.00539240206216117,0.558124034523928,0.00882692283650977,0.369510243332476,0.0120889137311258,0.485270150827604,0.00818810628695049,0,NA
200,0.3,"G-comp (ML)",-0.0424668276896345,0.0102596038846647,-0.928510806634129,0.0105255217443678,0.84357715125486,0.0102127685818981,0.985284376997131,0.01567297708073,0.9455,0.00507591124823908,0.458823434166624,0.00725644981840963,0.212217115722605,0.00660102490494747,0.37038644611187,0.00612652146509281,0,NA
200,0.3,"G-comp (Bayes)",-0.0441851124460405,0.0101961765931426,-0.906163730266768,0.0104326024442615,0.817793505374686,0.0101018652502572,0.964486282844347,0.015314356046501,0.942,0.00522666241496426,0.45598687945718,0.00721158873378861,0.209772396381847,0.00651346145970342,0.368255504771431,0.00609086932533133,0,NA
400,0.3,"MAIC",-0.0135095620520479,0.00889989857559604,-0.777920988459085,0.00905811704410331,0.750901864354989,0.00888270802660698,0.979893832054481,0.0155644265788182,0.9415,0.0052477495176504,0.398015564157726,0.00629475251956656,0.158519689383975,0.00513952777137765,0.317309053160244,0.00537882821623373,0,NA
400,0.3,"STC",-0.180784815242032,0.00894233934863613,-0.945010333321652,0.00938332864078958,0.583440702837588,0.00856120948515767,0.975006025181134,0.0154572261419552,0.9255,0.00587153089066216,0.399913573228432,0.00632477018333623,0.192534050041402,0.0060644659078871,0.350622821960562,0.00590052976491604,0,NA
400,0.3,"G-comp (ML)",-0.0168182248978098,0.00765243563467163,-0.683745374276293,0.00767796199875267,0.650108924480673,0.0076942584983124,0.994295841083191,0.0157615955265163,0.947,0.0050095408971282,0.34222732545135,0.00541244240965342,0.117343835203155,0.00360447673375665,0.275074784708148,0.0045661004858943,0,NA
400,0.3,"G-comp (Bayes)",-0.0176995719478554,0.00762742084610822,-0.69477506456193,0.00765642231953525,0.659375920666219,0.007646286510828,1.01273611162052,0.016042289392536,0.9535,0.00470838348055891,0.341108630097939,0.00539474985933969,0.116610194825666,0.00354176563788329,0.274317359641385,0.00454867406288775,0,NA
600,0.3,"MAIC",-0.00415633833407705,0.00735543844015306,-0.660403355333086,0.00739868665204542,0.652090678664932,0.0073845051267775,1.01787790757288,0.0161378856886631,0.9535,0.00470838348055891,0.328945207129945,0.00520238115753688,0.108168121967463,0.00337537645207402,0.263206859712294,0.00441076670380396,0,NA
600,0.3,"STC",-0.163455735374739,0.00742034046734878,-0.816265445942633,0.00763210611456898,0.489353975193154,0.00724172358020599,1.00369020206374,0.0158948627465104,0.9315,0.00564835152942874,0.331847714023689,0.00524828529854984,0.136785621276993,0.00445486680864579,0.294573604298806,0.0050018512294512,0,NA
600,0.3,"G-comp (ML)",-0.00822890737534467,0.00652288933939057,-0.587684676154748,0.00647989468047227,0.571226861404059,0.0066004970413062,1.01348468697515,0.0160505132452717,0.956,0.00458606585212206,0.29171247945172,0.00461353281222452,0.0851213374991283,0.00274306953897149,0.234595647422266,0.00387951481146991,0,NA
600,0.3,"G-comp (Bayes)",-0.0089337029934318,0.00650099223788715,-0.608308133458931,0.00648012503899162,0.590440727472067,0.00654589047941933,1.05185403067725,0.0166500001127942,0.9615,0.00430219420761081,0.290733211302283,0.00459804535091369,0.0845633483032358,0.00274323501442358,0.233606234417531,0.00387340152733288,0,NA
200,0.15,"MAIC",-0.144280107677651,0.0200627217294108,-2.11588385836583,0.312473968781146,1.82732364301053,0.302076643035144,1.12228052502037,0.175461624561885,0.915831663326653,0.00621443902474543,0.896334510755208,0.0141900416489061,0.82382979183906,0.0591388941067292,0.701614654781551,0.0128918125605033,4,NA
200,0.15,"STC",-0.23474708338725,0.0159183794232105,-1.54568792400443,0.0174143930242745,1.07619375722993,0.0147203587636497,0.939552716510619,0.0149726492471711,0.933,0.00559066185706129,0.711891569638653,0.0112588090898508,0.561642405277945,0.0198457786390472,0.586557755987886,0.0104331504061764,0,NA
200,0.15,"G-comp (ML)",-0.0442175552455037,0.0130001451344448,-1.16170796374457,0.0134769865519656,1.07327285325356,0.0130226260350675,0.980691733556549,0.0156731098171331,0.9425,0.00520546587732549,0.581384164759633,0.00919478976582569,0.339793735451628,0.0114635342266714,0.458941304994151,0.00803838384368128,0,NA
200,0.15,"G-comp (Bayes)",-0.0451826224012802,0.0128413807008134,-1.10932197966597,0.0132468464125315,1.01895673486341,0.012763365691237,0.9454176276335,0.0150649160622514,0.93,0.00570526073023836,0.574284003439453,0.00908249828181272,0.331678684915199,0.0112223938718958,0.45283205173975,0.00795880519966953,0,NA
400,0.15,"MAIC",-0.0304520450751027,0.0130048634286527,-1.15318569387018,0.0134702994766385,1.09228160371998,0.0133267414343982,0.984935643319701,0.0158318956396581,0.93,0.00570526073023836,0.58159517329137,0.00919812693805314,0.339011146172277,0.0109746226723838,0.462252723155336,0.00791821521050901,0,NA
400,0.15,"STC",-0.166271510346953,0.0106123269609071,-1.09771251773988,0.0110951975397127,0.765169497045977,0.0102165279202609,1.00134018061258,0.0158773146619635,0.942,0.00522666241496426,0.474597689680842,0.00750592507411361,0.252776560719925,0.00811971161052622,0.400591949751116,0.00679517567569036,0,NA
400,0.15,"G-comp (ML)",-0.0101869063738209,0.00911267186075325,-0.820587678608465,0.00923104080697024,0.800213865860823,0.00914717867844007,1.01459104622655,0.0161143714857546,0.959,0.00443390347211123,0.407531074745875,0.00644524357982564,0.166102309156555,0.00514818174479093,0.327097873540787,0.00543777802560506,0,NA
400,0.15,"G-comp (Bayes)",-0.0117768951012495,0.00904822747818792,-0.820318560068851,0.00916331128794563,0.796764769866352,0.00903959107081604,1.01947318031131,0.0161710607802737,0.959,0.00443390347211123,0.404649034342193,0.00639966312336546,0.163797665831798,0.00507969957907747,0.324321665267331,0.00541490740882382,0,NA
600,0.15,"MAIC",-0.0274675614976879,0.0107046224113895,-0.973345414860935,0.0110207443811305,0.918410291865559,0.0108314567863264,1.00809303779765,0.0161134057174693,0.945,0.00509779364038993,0.478725267706693,0.00757120413482802,0.229817759934504,0.00703786119567664,0.383209196407037,0.00644243652323922,0,NA
600,0.15,"STC",-0.163784520285352,0.00877043336131699,-0.946152163036047,0.00904880480806581,0.618583122465343,0.00853755085209725,1.01771631937036,0.0161199470301072,0.9415,0.0052477495176504,0.392225703760735,0.00620318389360335,0.180589451274362,0.00609452002581441,0.333882667399743,0.00587989748545133,0,NA
600,0.15,"G-comp (ML)",-0.0115022490059731,0.00761368641228933,-0.699904774137826,0.00765860812095389,0.676900276125879,0.00764941233790754,1.0315359792124,0.0163564083643026,0.957,0.00453602248671675,0.340494407544909,0.00538503571921191,0.116010775080769,0.00385708088790206,0.268630520954462,0.00468350047876788,0,NA
600,0.15,"G-comp (Bayes)",-0.0129514184750794,0.00760042127694982,-0.712491920268455,0.00764872001522385,0.686589083318296,0.00760897464334525,1.05005515246638,0.0166363507728454,0.961,0.00432891441356837,0.339901172657911,0.00537565350621348,0.115642780011153,0.00384753649026821,0.268625026501349,0.00466396439266845,0,NA
